Season,Week,Team.Name,Team.1.Player,Team.1.Skill,Team.1.Archetype,Gauntlet,,Team.2.Archetype,Team.2.Skill,Team.2.Player,Wins,Losses,,For Matchup Table,Filtering by week
Season 4,Week 5,Pharaohs,Beasty,Ties That Bind,Koa'ki Meiru,W,L,Ancient Gear,M. A. Mechs,SuperForms,1,0,,Koa'ki MeiruAncient Gear,
Season 4,Week 5,Pharaohs,Beasty,Ties That Bind,Koa'ki Meiru,W,L,Buster Blader,Last Gamble,NA-,1,0,,Koa'ki MeiruBuster Blader,
Season 4,Week 5,Pharaohs,Beasty,Ties That Bind,Koa'ki Meiru,W,L,Koa'ki Meiru,Ties That Bind,NA-,1,0,,Koa'ki MeiruKoa'ki Meiru,
Season 4,Week 5,Pharaohs,Beasty,Ties That Bind,Koa'ki Meiru,W,L,Buster Blader,Last Gamble,Cpt. Insano,1,0,,Koa'ki MeiruBuster Blader,
Season 4,Week 5,Pharaohs,Beasty,Ties That Bind,Koa'ki Meiru,W,L,Vampires,KC Bling,Cpt. Insano,1,0,,Koa'ki MeiruVampires,
Season 4,Week 5,Pharaohs,Beasty,Ties That Bind,Koa'ki Meiru,W,L,Amazoness,Parasite,Betrayal,1,0,,Koa'ki MeiruAmazoness,
Season 4,Week 5,Pharaohs,Beasty,Ties That Bind,Koa'ki Meiru,L,W,Koa'ki Meiru,Ties That Bind,Betrayal,0,1,,,
Season 4,Week 5,Pharaohs,Beasty,M. A. Mechs,Ancient Gear,W,L,Koa'ki Meiru,Ties That Bind,Betrayal,1,0,,Ancient GearKoa'ki Meiru,
Season 4,Week 5,Pharaohs,Beasty,M. A. Mechs,Ancient Gear,L,W,Vampires,KC Bling,zMeltoRefas,0,1,,,
Season 4,Week 5,Pharaohs,Medina,Destiny Calling,Masked Heroes,W,L,Vampires,KC Bling,zMeltoRefas,1,0,,Masked HeroesVampires,
Season 4,Week 5,Pharaohs,Medina,Destiny Calling,Masked Heroes,W,L,Amazoness,Parasite,zMeltoRefas,1,0,,Masked HeroesAmazoness,
Season 4,Week 5,Royal Card Fighters,sinMavis,M. A. Mechs,Ancient Gear,L,W,Koa'ki Meiru,Ties That Bind,Sakiemi,0,1,,,
Season 4,Week 5,Royal Card Fighters,sinMavis,Ties That Bind,Koa'ki Meiru,L,W,Koa'ki Meiru,Ties That Bind,Sakiemi,0,1,,,
Season 4,Week 5,Royal Card Fighters,Aiolia,Last Gamble,Koa'ki Meiru,W,L,Koa'ki Meiru,Ties That Bind,Sakiemi,1,0,,Koa'ki MeiruKoa'ki Meiru,
Season 4,Week 5,Royal Card Fighters,Aiolia,Last Gamble,Koa'ki Meiru,W,L,Vampires,KC Bling,Sakiemi,1,0,,Koa'ki MeiruVampires,
Season 4,Week 5,Royal Card Fighters,Aiolia,Last Gamble,Koa'ki Meiru,L,W,Buster Blader,Last Gamble,Arc3,0,1,,,
Season 4,Week 5,Royal Card Fighters,Aiolia,Bandit,Vampires,L,W,Buster Blader,Last Gamble,Arc3,0,1,,,
Season 4,Week 5,Royal Card Fighters,Zelda,KC Bling,Vampires,L,W,Buster Blader,Last Gamble,Arc3,0,1,,,
Season 4,Week 5,Royal Card Fighters,Zelda,Balance,Masked Heroes,L,W,Buster Blader,Last Gamble,Arc3,0,1,,,
Season 4,Week 5,Royal Card Fighters,Far,KC Bling,Vampires,W,L,Buster Blader,Last Gamble,Arc3,1,0,,VampiresBuster Blader,
Season 4,Week 5,Royal Card Fighters,Far,KC Bling,Vampires,L,W,Koa'ki Meiru,Ties That Bind,Arc3,0,1,,,
Season 4,Week 5,Royal Card Fighters,Far,Ties That Bind,Koa'ki Meiru,W,L,Koa'ki Meiru,Ties That Bind,Arc3,1,0,,Koa'ki MeiruKoa'ki Meiru,
Season 4,Week 5,Royal Card Fighters,Far,Ties That Bind,Koa'ki Meiru,W,L,Vampires,KC Bling,MR MIKE,1,0,,Koa'ki MeiruVampires,
Season 4,Week 5,Royal Card Fighters,Far,Ties That Bind,Koa'ki Meiru,W,L,Ancient Gear,M. A. Mechs,MR MIKE,1,0,,Koa'ki MeiruAncient Gear,
Season 4,Week 5,Royal Card Fighters,Far,Ties That Bind,Koa'ki Meiru,L,W,Vampires,KC Bling,PH,0,1,,,
Season 4,Week 5,Royal Card Fighters,BMFvck,Bandit,Vampires,L,W,Vampires,KC Bling,PH,0,1,,,
Season 4,Week 5,Royal Card Fighters,BMFvck,Lvl Aug,Karakuri,L,W,Vampires,KC Bling,PH,0,1,,,
Season 4,Week 5,Mewtiny,Sakiemi,Ties That Bind,Koa'ki Meiru,W,L,Ancient Gear,M. A. Mechs,sinMavis,1,0,,Koa'ki MeiruAncient Gear,
Season 4,Week 5,Mewtiny,Sakiemi,Ties That Bind,Koa'ki Meiru,W,L,Koa'ki Meiru,Ties That Bind,sinMavis,1,0,,Koa'ki MeiruKoa'ki Meiru,
Season 4,Week 5,Mewtiny,Sakiemi,Ties That Bind,Koa'ki Meiru,L,W,Koa'ki Meiru,Last Gamble,Aiolia,0,1,,,
Season 4,Week 5,Mewtiny,Sakiemi,KC Bling,Vampires,L,W,Koa'ki Meiru,Last Gamble,Aiolia,0,1,,,
Season 4,Week 5,Mewtiny,Arc3,Last Gamble,Buster Blader,W,L,Koa'ki Meiru,Last Gamble,Aiolia,1,0,,Buster BladerKoa'ki Meiru,
Season 4,Week 5,Mewtiny,Arc3,Last Gamble,Buster Blader,W,L,Vampires,Bandit,Aiolia,1,0,,Buster BladerVampires,
Season 4,Week 5,Mewtiny,Arc3,Last Gamble,Buster Blader,W,L,Vampires,KC Bling,Zelda,1,0,,Buster BladerVampires,
Season 4,Week 5,Mewtiny,Arc3,Last Gamble,Buster Blader,W,L,Masked Heroes,Balance,Zelda,1,0,,Buster BladerMasked Heroes,
Season 4,Week 5,Mewtiny,Arc3,Last Gamble,Buster Blader,L,W,Vampires,KC Bling,Far,0,1,,,
Season 4,Week 5,Mewtiny,Arc3,Ties That Bind,Koa'ki Meiru,W,L,Vampires,KC Bling,Far,1,0,,Koa'ki MeiruVampires,
Season 4,Week 5,Mewtiny,Arc3,Ties That Bind,Koa'ki Meiru,L,W,Koa'ki Meiru,Ties That Bind,Far,0,1,,,
Season 4,Week 5,Mewtiny,MR MIKE,KC Bling,Vampires,L,W,Koa'ki Meiru,Ties That Bind,Far,0,1,,,
Season 4,Week 5,Mewtiny,MR MIKE,M. A. Mechs,Ancient Gear,L,W,Koa'ki Meiru,Ties That Bind,Far,0,1,,,
Season 4,Week 5,Mewtiny,PH,KC Bling,Vampires,W,L,Koa'ki Meiru,Ties That Bind,Far,1,0,,VampiresKoa'ki Meiru,
Season 4,Week 5,Mewtiny,PH,KC Bling,Vampires,W,L,Vampires,Bandit,BMFvck,1,0,,VampiresVampires,
Season 4,Week 5,Mewtiny,PH,KC Bling,Vampires,W,L,Karakuri,Lvl Aug,BMFvck,1,0,,VampiresKarakuri,
Season 4,Week 5,Odyssey,MedzR,KC Bling,Vampires,L,W,Masked Heroes,Destiny Calling,BunsDraco,0,1,,,
Season 4,Week 5,Odyssey,MedzR,Ties That Bind,Koa'ki Meiru,W,L,Masked Heroes,Destiny Calling,BunsDraco,1,0,,Koa'ki MeiruMasked Heroes,
Season 4,Week 5,Odyssey,MedzR,Ties That Bind,Koa'ki Meiru,W,L,Vampires,KC Bling,BunsDraco,1,0,,Koa'ki MeiruVampires,
Season 4,Week 5,Odyssey,MedzR,Ties That Bind,Koa'ki Meiru,L,W,Buster Blader,Last Gamble,Kagami,0,1,,,
Season 4,Week 5,Odyssey,novomortuus,M. A. Mechs,Ancient Gear,L,W,Buster Blader,Last Gamble,Kagami,0,1,,,
Season 4,Week 5,Odyssey,novomortuus,Last Gamble,Buster Blader,W,L,Buster Blader,Last Gamble,Kagami,1,0,,Buster BladerBuster Blader,
Season 4,Week 5,Odyssey,novomortuus,Last Gamble,Buster Blader,W,L,Ancient Gear,M. A. Mechs,Kagami,1,0,,Buster BladerAncient Gear,
Season 4,Week 5,Odyssey,novomortuus,Last Gamble,Buster Blader,L,W,Ancient Gear,M. A. Mechs,Yehhey,0,1,,,
Season 4,Week 5,Odyssey,Luiz,Ties That Bind,Koa'ki Meiru,L,W,Ancient Gear,M. A. Mechs,Yehhey,0,1,,,
Season 4,Week 5,Odyssey,Luiz,Ties That Bind,Masked Heroes,W,L,Ancient Gear,M. A. Mechs,Yehhey,1,0,,Masked HeroesAncient Gear,
Season 4,Week 5,Odyssey,Luiz,Ties That Bind,Masked Heroes,W,L,Vampires,Sealed Tombs,Yehhey,1,0,,Masked HeroesVampires,
Season 4,Week 5,Odyssey,Luiz,Ties That Bind,Masked Heroes,L,W,Koa'ki Meiru,Ties That Bind,Wewladd,0,1,,,
Season 4,Week 5,Odyssey,Max k,Balance,Koa'ki Meiru,L,W,Koa'ki Meiru,Ties That Bind,Wewladd,0,1,,,
Season 4,Week 5,Odyssey,Max k,Last Gamble,Buster Blader,L,W,Koa'ki Meiru,Ties That Bind,Wewladd,0,1,,,
Season 4,Week 5,Odyssey,Ravi,KC Bling,Vampires,L,W,Koa'ki Meiru,Ties That Bind,Wewladd,0,1,,,
Season 4,Week 5,Odyssey,Ravi,M. A. Mechs,Ancient Gear,W,L,Koa'ki Meiru,Ties That Bind,Wewladd,1,0,,Ancient GearKoa'ki Meiru,
Season 4,Week 5,Odyssey,Ravi,M. A. Mechs,Ancient Gear,L,W,Vampires,KC Bling,Wewladd,0,1,,,
Season 4,Week 5,The Unforgiven,BunsDraco,Destiny Calling,Masked Heroes,W,L,Vampires,KC Bling,MedzR,1,0,,Masked HeroesVampires,
Season 4,Week 5,The Unforgiven,BunsDraco,Destiny Calling,Masked Heroes,L,W,Koa'ki Meiru,Ties That Bind,MedzR,0,1,,,
Season 4,Week 5,The Unforgiven,BunsDraco,KC Bling,Vampires,L,W,Koa'ki Meiru,Ties That Bind,MedzR,0,1,,,
Season 4,Week 5,The Unforgiven,Kagami,Last Gamble,Buster Blader,W,L,Koa'ki Meiru,Ties That Bind,MedzR,1,0,,Buster BladerKoa'ki Meiru,
Season 4,Week 5,The Unforgiven,Kagami,Last Gamble,Buster Blader,W,L,Ancient Gear,M. A. Mechs,novomortuus,1,0,,Buster BladerAncient Gear,
Season 4,Week 5,The Unforgiven,Kagami,Last Gamble,Buster Blader,L,W,Buster Blader,Last Gamble,novomortuus,0,1,,,
Season 4,Week 5,The Unforgiven,Kagami,M. A. Mechs,Ancient Gear,L,W,Buster Blader,Last Gamble,novomortuus,0,1,,,
Season 4,Week 5,The Unforgiven,Yehhey,M. A. Mechs,Ancient Gear,W,L,Buster Blader,Last Gamble,novomortuus,1,0,,Ancient GearBuster Blader,
Season 4,Week 5,The Unforgiven,Yehhey,M. A. Mechs,Ancient Gear,W,L,Koa'ki Meiru,Ties That Bind,Luiz,1,0,,Ancient GearKoa'ki Meiru,
Season 4,Week 5,The Unforgiven,Yehhey,M. A. Mechs,Ancient Gear,L,W,Masked Heroes,Ties That Bind,Luiz,0,1,,,
Season 4,Week 5,The Unforgiven,Yehhey,Sealed Tombs,Vampires,L,W,Masked Heroes,Ties That Bind,Luiz,0,1,,,
Season 4,Week 5,The Unforgiven,Wewladd,Ties That Bind,Koa'ki Meiru,W,L,Masked Heroes,Ties That Bind,Luiz,1,0,,Koa'ki MeiruMasked Heroes,
Season 4,Week 5,The Unforgiven,Wewladd,Ties That Bind,Koa'ki Meiru,W,L,Koa'ki Meiru,Balance,Max k,1,0,,Koa'ki MeiruKoa'ki Meiru,
Season 4,Week 5,The Unforgiven,Wewladd,Ties That Bind,Koa'ki Meiru,W,L,Buster Blader,Last Gamble,Max k,1,0,,Koa'ki MeiruBuster Blader,
Season 4,Week 5,The Unforgiven,Wewladd,Ties That Bind,Koa'ki Meiru,W,L,Vampires,KC Bling,Ravi,1,0,,Koa'ki MeiruVampires,
Season 4,Week 5,The Unforgiven,Wewladd,Ties That Bind,Koa'ki Meiru,L,W,Ancient Gear,M. A. Mechs,Ravi,0,1,,,
Season 4,Week 5,The Unforgiven,Wewladd,KC Bling,Vampires,W,L,Ancient Gear,M. A. Mechs,Ravi,1,0,,VampiresAncient Gear,
Season 4,Week 5,Forbidden Ones,JustDesserts,Beatdown,MechaPB,L,W,Koa'ki Meiru,Ties That Bind,SaturdayGod,0,1,,,
Season 4,Week 5,Forbidden Ones,JustDesserts,Lvl Aug,Karakuri,L,W,Koa'ki Meiru,Ties That Bind,SaturdayGod,0,1,,,
Season 4,Week 5,Forbidden Ones,DigiChannel,Last Gamble,Buster Blader,L,W,Koa'ki Meiru,Ties That Bind,SaturdayGod,0,1,,,
Season 4,Week 5,Forbidden Ones,DigiChannel,Sealed Tombs,Koa'ki Meiru,L,W,Koa'ki Meiru,Ties That Bind,SaturdayGod,0,1,,,
Season 4,Week 5,Forbidden Ones,Belban,KC Bling,Vampires,W,L,Koa'ki Meiru,Ties That Bind,SaturdayGod,1,0,,VampiresKoa'ki Meiru,
Season 4,Week 5,Forbidden Ones,Belban,KC Bling,Vampires,W,L,Vampires,KC Bling,SaturdayGod,1,0,,VampiresVampires,
Season 4,Week 5,Forbidden Ones,Belban,KC Bling,Vampires,L,W,Koa'ki Meiru,Sealed Tombs,Youngslorp,0,1,,,
Season 4,Week 5,Forbidden Ones,Belban,Parasite,Amazoness,W,L,Koa'ki Meiru,Sealed Tombs,Youngslorp,1,0,,AmazonessKoa'ki Meiru,
Season 4,Week 5,Forbidden Ones,Belban,Parasite,Amazoness,L,W,Vampires,KC Bling,Youngslorp,0,1,,,
Season 4,Week 5,Forbidden Ones,Built2Tit,Ties That Bind,Koa'ki Meiru,L,W,Vampires,KC Bling,Youngslorp,0,1,,,
Season 4,Week 5,Forbidden Ones,Built2Tit,Bandit,Vampires,W,L,Vampires,KC Bling,Youngslorp,1,0,,VampiresVampires,
Season 4,Week 5,Forbidden Ones,Built2Tit,Bandit,Vampires,W,L,Koa'ki Meiru,Sealed Tombs,Hikaru,1,0,,VampiresKoa'ki Meiru,
Season 4,Week 5,Forbidden Ones,Built2Tit,Bandit,Vampires,L,W,Ancient Gear,M. A. Mechs,Hikaru,0,1,,,
Season 4,Week 5,Forbidden Ones,CaptainCapslock,Ties That Bind,Koa'ki Meiru,W,L,Ancient Gear,M. A. Mechs,Hikaru,1,0,,Koa'ki MeiruAncient Gear,
Season 4,Week 5,Forbidden Ones,CaptainCapslock,Ties That Bind,Koa'ki Meiru,L,W,Buster Blader,Last Gamble,Zarex,0,1,,,
Season 4,Week 5,Forbidden Ones,CaptainCapslock,M. A. Mechs,Ancient Gear,W,L,Buster Blader,Last Gamble,Zarex,1,0,,Ancient GearBuster Blader,
Season 4,Week 5,Forbidden Ones,CaptainCapslock,M. A. Mechs,Ancient Gear,L,W,Koa'ki Meiru,Ties That Bind,Zarex,0,1,,,
Season 4,Week 5,X-Hunters,SaturdayGod,Ties That Bind,Koa'ki Meiru,W,L,MechaPB,Beatdown,JustDesserts,1,0,,Koa'ki MeiruMechaPB,
Season 4,Week 5,X-Hunters,SaturdayGod,Ties That Bind,Koa'ki Meiru,W,L,Karakuri,Lvl Aug,JustDesserts,1,0,,Koa'ki MeiruKarakuri,
Season 4,Week 5,X-Hunters,SaturdayGod,Ties That Bind,Koa'ki Meiru,W,L,Buster Blader,Last Gamble,DigiChannel,1,0,,Koa'ki MeiruBuster Blader,
Season 4,Week 5,X-Hunters,SaturdayGod,Ties That Bind,Koa'ki Meiru,W,L,Koa'ki Meiru,Sealed Tombs,DigiChannel,1,0,,Koa'ki MeiruKoa'ki Meiru,
Season 4,Week 5,X-Hunters,SaturdayGod,Ties That Bind,Koa'ki Meiru,L,W,Vampires,KC Bling,Belban,0,1,,,
Season 4,Week 5,X-Hunters,SaturdayGod,KC Bling,Vampires,L,W,Vampires,KC Bling,Belban,0,1,,,
Season 4,Week 5,X-Hunters,Youngslorp,Sealed Tombs,Koa'ki Meiru,W,L,Vampires,KC Bling,Belban,1,0,,Koa'ki MeiruVampires,
Season 4,Week 5,X-Hunters,Youngslorp,Sealed Tombs,Koa'ki Meiru,L,W,Amazoness,Parasite,Belban,0,1,,,
Season 4,Week 5,X-Hunters,Youngslorp,KC Bling,Vampires,W,L,Amazoness,Parasite,Belban,1,0,,VampiresAmazoness,
Season 4,Week 5,X-Hunters,Youngslorp,KC Bling,Vampires,W,L,Koa'ki Meiru,Ties That Bind,Built2Tit,1,0,,VampiresKoa'ki Meiru,
Season 4,Week 5,X-Hunters,Youngslorp,KC Bling,Vampires,L,W,Vampires,Bandit,Built2Tit,0,1,,,
Season 4,Week 5,X-Hunters,Hikaru,Sealed Tombs,Koa'ki Meiru,L,W,Vampires,Bandit,Built2Tit,0,1,,,
Season 4,Week 5,X-Hunters,Hikaru,M. A. Mechs,Ancient Gear,W,L,Vampires,Bandit,Built2Tit,1,0,,Ancient GearVampires,
Season 4,Week 5,X-Hunters,Hikaru,M. A. Mechs,Ancient Gear,L,W,Koa'ki Meiru,Ties That Bind,CaptainCapslock,0,1,,,
Season 4,Week 5,X-Hunters,Zarex,Last Gamble,Buster Blader,W,L,Koa'ki Meiru,Ties That Bind,CaptainCapslock,1,0,,Buster BladerKoa'ki Meiru,
Season 4,Week 5,X-Hunters,Zarex,Last Gamble,Buster Blader,L,W,Ancient Gear,M. A. Mechs,CaptainCapslock,0,1,,,
Season 4,Week 5,X-Hunters,Zarex,Ties That Bind,Koa'ki Meiru,W,L,Ancient Gear,M. A. Mechs,CaptainCapslock,1,0,,Koa'ki MeiruAncient Gear,
Season 4,Week 5,Phoenix,Tnobes99,Ties That Bind,Koa'ki Meiru,L,W,Koa'ki Meiru,Ties That Bind,Ace Mushroom,0,1,,,
Season 4,Week 5,Phoenix,Tnobes99,KC Bling,Vampires,L,W,Koa'ki Meiru,Ties That Bind,Ace Mushroom,0,1,,,
Season 4,Week 5,Phoenix,Serenity,Last Gamble,Buster Blader,L,W,Koa'ki Meiru,Ties That Bind,Ace Mushroom,0,1,,,
Season 4,Week 5,Phoenix,Serenity,Sealed Tombs,Koa'ki Meiru,W,L,Koa'ki Meiru,Ties That Bind,Ace Mushroom,1,0,,Koa'ki MeiruKoa'ki Meiru,
Season 4,Week 5,Phoenix,Serenity,Sealed Tombs,Koa'ki Meiru,W,L,Ancient Gear,M. A. Mechs,Ace Mushroom,1,0,,Koa'ki MeiruAncient Gear,
Season 4,Week 5,Phoenix,Serenity,Sealed Tombs,Koa'ki Meiru,W,L,Buster Blader,Last Gamble,Danekii,1,0,,Koa'ki MeiruBuster Blader,
Season 4,Week 5,Phoenix,Serenity,Sealed Tombs,Koa'ki Meiru,W,L,Karakuri,Lvl Aug,Danekii,1,0,,Koa'ki MeiruKarakuri,
Season 4,Week 5,Phoenix,Serenity,Sealed Tombs,Koa'ki Meiru,W,L,Koa'ki Meiru,Sealed Tombs,FiendJester,1,0,,Koa'ki MeiruKoa'ki Meiru,
Season 4,Week 5,Phoenix,Serenity,Sealed Tombs,Koa'ki Meiru,W,L,Ancient Gear,M. A. Mechs,FiendJester,1,0,,Koa'ki MeiruAncient Gear,
Season 4,Week 5,Phoenix,Serenity,Sealed Tombs,Koa'ki Meiru,L,W,Masked Heroes,Sealed Tombs,Kalin,0,1,,,
Season 4,Week 5,Phoenix,DR.Roudy,Parasite,Amazoness,W,L,Masked Heroes,Sealed Tombs,Kalin,1,0,,AmazonessMasked Heroes,
Season 4,Week 5,Phoenix,DR.Roudy,Parasite,Amazoness,W,L,Vampires,KC Bling,Kalin,1,0,,AmazonessVampires,
Season 4,Week 5,Phoenix,DR.Roudy,Parasite,Amazoness,L,W,Koa'ki Meiru,WGITG,sCoUrGe,0,1,,,
Season 4,Week 5,Phoenix,DR.Roudy,Bandit,Vampires,L,W,Koa'ki Meiru,WGITG,sCoUrGe,0,1,,,
Season 4,Week 5,Phoenix,Lord,Last Gamble,Buster Blader,W,L,Koa'ki Meiru,WGITG,sCoUrGe,1,0,,Buster BladerKoa'ki Meiru,
Season 4,Week 5,Phoenix,Lord,Last Gamble,Buster Blader,W,L,Spellbooks,KC Bling,sCoUrGe,1,0,,Buster BladerSpellbooks,
Season 4,Week 5,Fallout,Ace Mushroom,Ties That Bind,Koa'ki Meiru,W,L,Koa'ki Meiru,Ties That Bind,Tnobes99,1,0,,Koa'ki MeiruKoa'ki Meiru,
Season 4,Week 5,Fallout,Ace Mushroom,Ties That Bind,Koa'ki Meiru,W,L,Vampires,KC Bling,Tnobes99,1,0,,Koa'ki MeiruVampires,
Season 4,Week 5,Fallout,Ace Mushroom,Ties That Bind,Koa'ki Meiru,W,L,Buster Blader,Last Gamble,Serenity,1,0,,Koa'ki MeiruBuster Blader,
Season 4,Week 5,Fallout,Ace Mushroom,Ties That Bind,Koa'ki Meiru,L,W,Koa'ki Meiru,Sealed Tombs,Serenity,0,1,,,
Season 4,Week 5,Fallout,Ace Mushroom,M. A. Mechs,Ancient Gear,L,W,Koa'ki Meiru,Sealed Tombs,Serenity,0,1,,,
Season 4,Week 5,Fallout,Danekii,Last Gamble,Buster Blader,L,W,Koa'ki Meiru,Sealed Tombs,Serenity,0,1,,,
Season 4,Week 5,Fallout,Danekii,Lvl Aug,Karakuri,L,W,Koa'ki Meiru,Sealed Tombs,Serenity,0,1,,,
Season 4,Week 5,Fallout,FiendJester,Sealed Tombs,Koa'ki Meiru,L,W,Koa'ki Meiru,Sealed Tombs,Serenity,0,1,,,
Season 4,Week 5,Fallout,FiendJester,M. A. Mechs,Ancient Gear,L,W,Koa'ki Meiru,Sealed Tombs,Serenity,0,1,,,
Season 4,Week 5,Fallout,Kalin,Sealed Tombs,Masked Heroes,W,L,Koa'ki Meiru,Sealed Tombs,Serenity,1,0,,Masked HeroesKoa'ki Meiru,
Season 4,Week 5,Fallout,Kalin,Sealed Tombs,Masked Heroes,L,W,Amazoness,Parasite,DR.Roudy,0,1,,,
Season 4,Week 5,Fallout,Kalin,KC Bling,Vampires,L,W,Amazoness,Parasite,DR.Roudy,0,1,,,
Season 4,Week 5,Fallout,sCoUrGe,WGITG,Koa'ki Meiru,W,L,Amazoness,Parasite,DR.Roudy,1,0,,Koa'ki MeiruAmazoness,
Season 4,Week 5,Fallout,sCoUrGe,WGITG,Koa'ki Meiru,W,L,Vampires,Bandit,DR.Roudy,1,0,,Koa'ki MeiruVampires,
Season 4,Week 5,Fallout,sCoUrGe,WGITG,Koa'ki Meiru,L,W,Buster Blader,Last Gamble,Lord,0,1,,,
Season 4,Week 5,Fallout,sCoUrGe,KC Bling,Spellbooks,L,W,Buster Blader,Last Gamble,Lord,0,1,,,
Season 4,Week 5,Banana Rampage,UL xD,Ties That Bind,Koa'ki Meiru,W,L,Buster Blader,Last Gamble,Jagalico,1,0,,Koa'ki MeiruBuster Blader,
Season 4,Week 5,Banana Rampage,UL xD,Ties That Bind,Koa'ki Meiru,W,L,Koa'ki Meiru,Sealed Tombs,Jagalico,1,0,,Koa'ki MeiruKoa'ki Meiru,
Season 4,Week 5,Banana Rampage,UL xD,Ties That Bind,Koa'ki Meiru,W,L,Buster Blader,Last Gamble,Darcio,1,0,,Koa'ki MeiruBuster Blader,
Season 4,Week 5,Banana Rampage,UL xD,Ties That Bind,Koa'ki Meiru,W,L,Koa'ki Meiru,Sealed Tombs,Darcio,1,0,,Koa'ki MeiruKoa'ki Meiru,
Season 4,Week 5,Banana Rampage,UL xD,Ties That Bind,Koa'ki Meiru,W,L,Buster Blader,Last Gamble,Hizuma_Act,1,0,,Koa'ki MeiruBuster Blader,
Season 4,Week 5,Banana Rampage,UL xD,Ties That Bind,Koa'ki Meiru,W,L,Ancient Gear,M. A. Mechs,Hizuma_Act,1,0,,Koa'ki MeiruAncient Gear,
Season 4,Week 5,Banana Rampage,UL xD,Ties That Bind,Koa'ki Meiru,L,W,Spellbooks,Show of Nightmares,<U+30B7><U+30E7><U+30A6>,0,1,,,
Season 4,Week 5,Banana Rampage,UL xD,KC Bling,Vampires,W,L,Spellbooks,Show of Nightmares,<U+30B7><U+30E7><U+30A6>,1,0,,VampiresSpellbooks,
Season 4,Week 5,Banana Rampage,UL xD,KC Bling,Vampires,L,W,Ancient Gear,M. A. Mechs,<U+30B7><U+30E7><U+30A6>,0,1,,,
Season 4,Week 5,Banana Rampage,Vini,Ties That Bind,Koa'ki Meiru,W,L,Ancient Gear,M. A. Mechs,<U+30B7><U+30E7><U+30A6>,1,0,,Koa'ki MeiruAncient Gear,
Season 4,Week 5,Banana Rampage,Vini,Ties That Bind,Koa'ki Meiru,W,L,Koa'ki Meiru,Sealed Tombs,ImmortalViva,1,0,,Koa'ki MeiruKoa'ki Meiru,
Season 4,Week 5,Banana Rampage,Vini,Ties That Bind,Koa'ki Meiru,L,W,Amazoness,Parasite,ImmortalViva,0,1,,,
Season 4,Week 5,Banana Rampage,Vini,Sealed Tombs,Masked Heroes,W,L,Amazoness,Parasite,ImmortalViva,1,0,,Masked HeroesAmazoness,
Season 4,Week 5,The Immortals,Jagalico,Last Gamble,Buster Blader,L,W,Koa'ki Meiru,Ties That Bind,UL xD,0,1,,,
Season 4,Week 5,The Immortals,Jagalico,Sealed Tombs,Koa'ki Meiru,L,W,Koa'ki Meiru,Ties That Bind,UL xD,0,1,,,
Season 4,Week 5,The Immortals,Darcio,Last Gamble,Buster Blader,L,W,Koa'ki Meiru,Ties That Bind,UL xD,0,1,,,
Season 4,Week 5,The Immortals,Darcio,Sealed Tombs,Koa'ki Meiru,L,W,Koa'ki Meiru,Ties That Bind,UL xD,0,1,,,
Season 4,Week 5,The Immortals,Hizuma_Act,Last Gamble,Buster Blader,L,W,Koa'ki Meiru,Ties That Bind,UL xD,0,1,,,
Season 4,Week 5,The Immortals,Hizuma_Act,M. A. Mechs,Ancient Gear,L,W,Koa'ki Meiru,Ties That Bind,UL xD,0,1,,,
Season 4,Week 5,The Immortals,<U+30B7><U+30E7><U+30A6>,Show of Nightmares,Spellbooks,W,L,Koa'ki Meiru,Ties That Bind,UL xD,1,0,,SpellbooksKoa'ki Meiru,
Season 4,Week 5,The Immortals,<U+30B7><U+30E7><U+30A6>,Show of Nightmares,Spellbooks,L,W,Vampires,KC Bling,UL xD,0,1,,,
Season 4,Week 5,The Immortals,<U+30B7><U+30E7><U+30A6>,M. A. Mechs,Ancient Gear,W,L,Vampires,KC Bling,UL xD,1,0,,Ancient GearVampires,
Season 4,Week 5,The Immortals,<U+30B7><U+30E7><U+30A6>,M. A. Mechs,Ancient Gear,L,W,Koa'ki Meiru,Ties That Bind,Vini,0,1,,,
Season 4,Week 5,The Immortals,ImmortalViva,Sealed Tombs,Koa'ki Meiru,L,W,Koa'ki Meiru,Ties That Bind,Vini,0,1,,,
Season 4,Week 5,The Immortals,ImmortalViva,Parasite,Amazoness,W,L,Koa'ki Meiru,Ties That Bind,Vini,1,0,,AmazonessKoa'ki Meiru,
Season 4,Week 5,The Immortals,ImmortalViva,Parasite,Amazoness,L,W,Masked Heroes,Sealed Tombs,Vini,0,1,,,
Season 4,Week 5,Garuda,Avice,Ties That Bind,Koa'ki Meiru,L,W,Ancient Gear,M. A. Mechs,Tutpup,0,1,,,
Season 4,Week 5,Garuda,Avice,M. A. Mechs,Ancient Gear,W,L,Ancient Gear,M. A. Mechs,Tutpup,1,0,,Ancient GearAncient Gear,
Season 4,Week 5,Garuda,Avice,M. A. Mechs,Ancient Gear,W,L,Koa'ki Meiru,Ties That Bind,Tutpup,1,0,,Ancient GearKoa'ki Meiru,
Season 4,Week 5,Garuda,Avice,M. A. Mechs,Ancient Gear,L,W,Koa'ki Meiru,Ties That Bind,Sow,0,1,,,
Season 4,Week 5,Garuda,Dawnzerous,Grit,Koa'ki Meiru,W,L,Koa'ki Meiru,Ties That Bind,Sow,1,0,,Koa'ki MeiruKoa'ki Meiru,
